0,Administració d'Empreses i Gestió de la Innovació "Tecnocampus"
263,Fisioteràpia / Nutrició Humana i Dietètica (simultaneïtat)
264,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Administració d'Empreses (semipresencial)
265,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Anglès (docència en anglès) (semipresencial)
266,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Anglès (presencial)
267,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Anglès (semipresencial)
268,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Anglès (virtual)
269,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Biologia - Geologia (presencial)
270,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Biologia - Geologia (semipresencial)
271,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Economia (semipresencial)
272,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Educació Física (semipresencial)
273,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Formació i Orientació Laboral (virtual)
274,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Francès (presencial)
275,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Física - Química (presencial)
276,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Física - Química (semipresencial)
277,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Geografia - Història (presencial)
278,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Geografia - Història (semipresencial)
279,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Castellana (presencial)
280,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Castellana (semipresencial)
281,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Castellana (virtual)
282,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Catalana (presencial)
283,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Catalana (semipresencial)
284,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Catalana (virtual)
285,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Matemàtiques (presencial)
286,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Matemàtiques (semipresencial)
287,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Matemàtiques (virtual)
288,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Música (presencial)
289,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Orientació Educativa (presencial)
290,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Orientació Educativa (virtual)
291,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Tecnologia (virtual)
292,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Tecnologia / Tecnologies Industrials (agrupació d'especialitats) (presencial)
293,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Tecnologia / Tecnologies Industrials (agrupació d'especialitats) (semipresencial)
294,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyaments d'Idiomes - Especialitat en Anglès (semipresencial)
295,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyaments d'Idiomes - Especialitat en Educació Física (semipresencial)
296,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyaments d'Idiomes - Especialitat en Llengua i Literatura Castellana (semipresencial)
297,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyaments d'Idiomes - Especialitat en Llengua i Literatura Catalana (semipresencial)
298,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyaments d'Idiomes - Especialitat en Música (semipresencial)
299,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyaments d'Idiomes - Especialitat en Tecnologia (presencial)
300,Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat Formació Professional i Ensenyaments d'Idiomes - Especialitat en Tecnologies Industrials (presencial)
301,Formació del Professorat de Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Anglès (presencial)
302,Formació del Professorat de Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Biologia - Geologia (presencial)
303,Formació del Professorat de Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Dibuix (presencial)
304,Formació del Professorat de Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Educació Física (presencial)
305,Formació del Professorat de Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Filosofia (presencial)
306,Formació del Professorat de Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Física - Química (presencial)
307,Formació del Professorat de Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Geografia - Història (presencial)
308,Formació del Professorat de Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Llatí - Grec / Cultura Clàssica (agrupació d'especialitats) (presencial)
309,Formació del Professorat de Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Castellana (presencial)
310,Formació del Professorat de Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengua i Literatura Catalana (presencial)
311,Formació del Professorat de Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Llengües Estrangeres (Francès Alemany i Italià) (presencial)
312,Formació del Professorat de Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Música (presencial)
313,Formació del Professorat de Secundària Obligatòria i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Serveis (presencial)
314,Formació del Professorat de Secundària i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Anglès (semipresencial)
315,Formació del Professorat de Secundària i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Educació Física (semipresencial)
316,Formació del Professorat de Secundària i Batxillerat Formació Professional i Ensenyament d'Idiomes - Especialitat en Geografia - Història (semipresencial)
317,Física
318,Física / Matemàtiques (simultaneïtat)
319,Física / Química (simultaneïtat)
320,Genètica
321,Geografia
322,Geografia Anàlisi Territorial i Sostenibilitat
323,Geografia Medi Ambient i Planificació Territorial
324,Geografia Territori i Medi Ambient
325,Geografia i Canvi Global
326,Geologia
327,Gestió Aeronàutica
328,Gestió Hotelera i Turística
329,Gestió d'Informació i Documentació Digital
330,Gestió de Ciutats Intel·ligents i Sostenibles
331,Gestió de la Societat Digital
332,Gestió de la Societat Digital (Campus Manresa)
333,Gestió en Turisme i Hoteleria
334,Gestió i Administració Pública
335,Grau Obert Programa de (agrupació)
336,Història
337,Història / Història de l'Art (simultaneïtat)
338,Història Política i Economia Contemporànies
339,Història de l'Art
340,Història de l'Art i Arqueologia
341,Història de l'Art i Gestió del Patrimoni Artístic
342,Humanitats
343,Infermeria
344,Infermeria "Escola Superior d'Infermeria del Mar"
345,Infermeria "Gimbernat"
346,Infermeria "Sant Joan de Déu"
347,Infermeria "Sant Pau"
348,Infermeria "Tecnocampus"
349,Infermeria (Campus Bellvitge)
350,Infermeria (Campus Clínic)
351,Infermeria (Campus Manresa)
352,Infermeria EUIT de Terrassa
353,Informàtica i Serveis
354,Innovació i Seguretat Alimentària
355,Intel·ligència Artificial
356,Intel·ligència Artificial / Artificial Intelligence (docència en Anglès)
357,Lingüística
358,Llengua i Literatura Catalanes
359,Llengua i Literatura Espanyoles
360,Llengua i Literatura Hispàniques
361,Llengües Aplicades
362,Llengües Aplicades / Traducció i Interpretació -Anglès- (simultaneïtat)
363,Llengües Romàniques i les seves Literatures
364,Llengües i Literatures Modernes
365,Logopèdia
366,Logística Empresarial "Mediterrani"
367,Logística i Negocis Marítims "Tecnocampus"
368,Matemàtica Computacional i Analítica de Dades
369,Matemàtiques
370,Medicina
371,Medicina (Campus Bellvitge)
372,Medicina (Campus Clínic)
373,Microbiologia
374,Mitjans Audiovisuals "Tecnocampus"
375,Moda "ERAM"
376,Multimèdia. Aplicacions i Videojocs
377,Musicologia
378,Màrqueting "ESIC"
379,Màrqueting "ESIC" (docència en Anglès)
380,Màrqueting "Mediterrani"
381,Màrqueting Innovació i Tecnologia "EUNCET" (Campus 22@) (presencial)
382,Màrqueting Innovació i Tecnologia "EUNCET" (Campus 22@) (semipresencial)
383,Màrqueting Innovació i Tecnologia "EUNCET" (Campus Terrassa) (presencial)
384,Màrqueting Innovació i Tecnologia "EUNCET" (Campus Terrassa) (semipresencial)
385,Màrqueting i Comunicació Digital "Centre Universitari EAE"
386,Màrqueting i Comunicació Digital "EAE"
387,Màrqueting i Comunicació Digital "EAE" (semipresencial)
388,Màrqueting i Comunicació Digital "EUNCET" (Campus Can Dragó)
389,Màrqueting i Comunicació Digital "EUNCET" (Campus Terrassa)
390,Màrqueting i Comunicació Digital "EUNCET" (semipresencial)
391,Màrqueting i Comunicació Empresarial
392,Màrqueting i Comunitats Digitals "Tecnocampus"
393,Màrqueting i Comunitats Digitals / Turisme i Gestió del Lleure "Tecnocampus"
394,Màrqueting i Comunitats Digitals / Turisme i Gestió del Lleure "Tecnocampus" (simultaneïtat)
395,Nanociència i Nanotecnologia
396,Negoci Digital i Innovació en Turisme "CETT"
397,Negoci Digital i Innovació en Turisme / Turisme "CETT" (simultaneïtat)
398,Negocis i Màrqueting Internacionals "ESCI"
399,Negocis i Màrqueting Internacionals - Bachelor in International Business and Marketing "ESCI"
400,Negocis i Màrqueting Internacionals - Bachelor in International Business and Marketing "ESCI" (docència en anglès)
401,Nom de l’Oferta
402,Nutrició Humana i Dietètica
403,Nutrició Humana i Dietètica "EUSES"
404,Nutrició Humana i Dietètica "Tecnocampus"
405,Nàutica i Transport Marítim
406,Odontologia
407,Odontologia (Campus Medicina Vic)
408,Paisatgisme
409,Pedagogia
410,Periodisme
411,Pilot d'Aviació Comercial i Operacions Aèries
412,Podologia
413,Podologia (Campus Manresa)
414,Prevenció i Seguretat Integral
415,Prevenció i Seguretat Integral (en xarxa)
416,Producció de Música i So per a la Indústria de l'Entreteniment "ENTI"
417,Psicologia
418,Publicitat Relacions Públiques i Màrqueting
419,Publicitat Relacions Públiques i Màrqueting "ESRP"
420,Publicitat i Relacions Públiques
421,Química
422,Química (docència en Anglès)
423,Relacions Internacionals
424,Relacions Laborals
425,Relacions Laborals i Recursos Humans
426,Seguretat
427,Sociologia
428,Tecnologies Industrials amb Anàlisi Econòmica Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial amb Anàlisi Econòmica)
429,Tecnologies Industrials amb Anàlisi Econòmica Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial amb Anàlisi Econòmica) (docència en Anglès)
430,Tecnologies Marines
431,Teràpia Ocupacional (presencial / semipresencial)
432,Teràpia Ocupacional (presencial/semipresencial)
433,Teràpia Ocupacional EUIT de Terrassa
434,Traducció i Interpretació -Alemany / Francès / Llengua de Signes Catalana-
435,Traducció i Interpretació -Alemany-
436,Traducció i Interpretació -Anglès-
437,Traducció i Interpretació -Francès-
438,Treball Social
439,Turisme
440,Turisme "CETT"
441,Turisme "CETT" (docència en Anglès)
442,Turisme "Euroaula"
443,Turisme "Formatic Barcelona"
444,Turisme "Mediterrani"
445,Turisme (docència en Anglès)
446,Turisme / Geografia Territori i Medi Ambient (simultaneïtat)
447,Turisme / Màrqueting "Mediterrani" (simultaneïtat)
448,Turisme / Publicitat i Relacions Públiques (simultaneïtat)
449,Veterinària
450,Òptica i Optometria
